Ticker,Start Date,End Date,Start Price,End Price,Percentage Increase
SIVBQ,2020-10-01,2020-12-31,245.3,387.83,58.1
HOV,2023-01-03,2023-03-31,42.91,67.84,58.1
WING,2022-07-01,2022-09-30,78.74,124.49,58.1
X,2022-01-03,2022-03-31,23.45,37.07,58.07
CREG,2020-10-01,2020-12-31,3.22,5.09,58.07
OCS,2023-04-03,2023-06-30,7.8,12.33,58.06
FLES,2021-01-04,2021-03-31,15.5,24.5,58.06
AMPY,2022-01-03,2022-03-31,3.48,5.5,58.05
HGMCF,2023-10-02,2023-12-29,3.93,6.21,58.04
ARL,2022-10-03,2022-12-30,16.23,25.65,58.04
ICCC,2021-01-04,2021-03-31,6.1,9.64,58.03
CMT,2020-10-01,2020-12-31,8.91,14.08,58.02
NMRK,2020-10-01,2020-12-31,4.44,7.02,58.02
FLEX,2020-10-01,2020-12-31,8.58,13.55,58.0
RSI,2021-07-01,2021-09-30,12.16,19.21,57.98
CRVO,2023-10-02,2023-12-29,4.83,7.63,57.97
AAL,2021-01-04,2021-03-31,15.13,23.9,57.96
KLXE,2020-10-01,2020-12-31,4.09,6.46,57.95
WDS,2022-01-03,2022-03-31,12.26,19.37,57.94
DM,2020-10-01,2020-12-31,108.9,172.0,57.94
IPX,2024-01-02,2024-03-28,9.44,14.91,57.94
WW,2023-07-03,2023-09-29,7.01,11.07,57.92
TXG,2023-01-03,2023-03-31,35.33,55.79,57.91
SILO,2022-01-03,2022-03-31,6.65,10.5,57.89
SIGA,2024-01-02,2024-03-28,5.42,8.56,57.89
AMR,2023-07-03,2023-09-29,164.2,259.26,57.89
YJ,2022-01-03,2022-03-31,25.84,40.8,57.89
LGIQ,2020-10-01,2020-12-31,6.45,10.18,57.88
MAXN,2020-10-01,2020-12-31,17.97,28.37,57.87
CIB,2020-10-01,2020-12-31,19.13,30.2,57.83
POWL,2024-01-02,2024-03-28,89.89,141.83,57.79
PRO,2020-10-01,2020-12-31,32.18,50.77,57.77
AAMC,2022-07-01,2022-09-30,5.88,9.27,57.76
SAVA,2022-07-01,2022-09-30,26.51,41.82,57.75
ARHS,2022-07-01,2022-09-30,4.32,6.81,57.72
VRTS,2020-10-01,2020-12-31,123.64,195.01,57.72
LPG,2023-10-02,2023-12-29,25.74,40.59,57.71
VCEL,2020-10-01,2020-12-31,19.58,30.88,57.71
CDR-PB,2022-10-03,2022-12-30,7.48,11.79,57.7
LMB,2023-01-03,2023-03-31,10.97,17.3,57.7
PERI,2023-01-03,2023-03-31,25.1,39.58,57.69
HPKEW,2023-07-03,2023-09-29,6.5,10.25,57.69
MCB,2023-10-02,2023-12-29,35.12,55.38,57.69
EDRY,2021-01-04,2021-03-31,5.55,8.75,57.66
FUTU,2020-10-01,2020-12-31,29.02,45.75,57.65
TRAK,2023-04-03,2023-06-30,6.37,10.03,57.65
UNG,2021-07-01,2021-09-30,51.16,80.64,57.62
LIND,2023-10-02,2023-12-29,7.15,11.27,57.62
TFIN,2021-01-04,2021-03-31,49.11,77.39,57.59
CRGX,2023-11-13,2023-12-29,14.69,23.15,57.59
TNK,2022-07-01,2022-09-30,16.09,25.35,57.55
BRAG,2021-01-04,2021-03-31,10.6,16.7,57.55
TCKRF,2022-01-03,2022-03-31,26.68,42.03,57.54
NOVA,2023-10-02,2023-12-29,9.68,15.25,57.54
BBW,2021-01-04,2021-03-31,3.81,6.01,57.53
TG,2020-10-01,2020-12-31,9.46,14.9,57.53
ZNTL,2023-04-03,2023-06-30,17.91,28.21,57.51
TSLA,2020-10-01,2020-12-31,149.39,235.22,57.46
ALGN,2023-01-03,2023-03-31,212.28,334.14,57.41
OLN,2021-01-04,2021-03-31,22.87,35.99,57.4
POWW,2021-04-01,2021-06-30,6.22,9.79,57.4
EML,2024-01-02,2024-03-28,21.49,33.83,57.39
BDSX,2020-10-28,2020-12-31,12.81,20.16,57.38
MCW,2023-10-02,2023-12-29,5.49,8.64,57.38
SLN,2022-10-03,2022-12-30,9.69,15.25,57.38
SEEL,2022-07-01,2022-09-30,2513.28,3955.2,57.37
FENC,2023-10-02,2023-12-29,7.13,11.22,57.36
QUIK,2023-04-03,2023-06-30,5.84,9.19,57.36
FIX,2024-01-02,2024-03-28,201.55,317.13,57.35
GDXU,2023-10-02,2023-12-29,21.22,33.39,57.35
MRUS,2024-01-02,2024-03-28,28.62,45.03,57.34
GGAL,2023-04-03,2023-06-30,9.78,15.39,57.31
NVEI,2020-10-27,2020-12-31,37.77,59.42,57.31
FFIC,2020-10-01,2020-12-31,8.76,13.77,57.29
KRUS,2024-01-02,2024-03-28,73.22,115.16,57.28
TELL,2022-01-03,2022-03-31,3.37,5.3,57.27
CRC,2020-10-28,2020-12-31,14.03,22.07,57.27
NVNO,2021-07-01,2021-09-30,6.6,10.38,57.27
MHUA,2022-10-03,2022-12-30,5.26,8.28,57.26
PCT,2023-04-03,2023-06-30,6.8,10.69,57.21
STEL,2020-10-01,2020-12-31,15.08,23.7,57.21
MSBI,2021-01-04,2021-03-31,14.93,23.46,57.2
SQM,2020-10-01,2020-12-31,25.46,40.01,57.18
PLAB,2023-04-03,2023-06-30,16.41,25.79,57.16
SBH,2023-10-02,2023-12-29,8.45,13.28,57.16
PMTS,2024-04-01,2024-06-28,17.34,27.25,57.15
TECX,2023-07-03,2023-09-29,11.76,18.48,57.14
SNPX,2021-01-04,2021-03-31,140.0,220.0,57.14
INTV,2021-07-01,2021-09-30,26.25,41.25,57.14
ACI,2021-07-01,2021-09-30,13.98,21.96,57.13
SPRY,2022-10-03,2022-12-30,5.43,8.53,57.09
IESC,2024-01-02,2024-03-28,77.44,121.64,57.08
BLIDF,2022-04-01,2022-06-30,7.17,11.26,57.07
GRIN,2021-04-01,2021-06-30,4.3,6.75,57.06
BACRP,2022-04-01,2022-06-30,100.16,157.29,57.04
EEFT,2020-10-01,2020-12-31,92.3,144.92,57.01
YELP,2020-10-01,2020-12-31,20.81,32.67,56.99
QTTB,2024-01-02,2024-03-28,10.85,17.04,56.99
AXR,2020-10-01,2020-12-31,5.44,8.54,56.99
AHT,2020-10-01,2020-12-31,16.5,25.9,56.97
MTW,2020-10-01,2020-12-31,8.48,13.31,56.96
HIMS,2023-01-03,2023-03-31,6.32,9.92,56.96
XELA,2021-01-04,2021-03-31,5556.0,8720.0,56.95
GSM,2021-04-01,2021-06-30,3.87,6.07,56.92
FNMFO,2023-10-02,2023-12-29,5800.0,9100.0,56.9
MU,2020-10-01,2020-12-31,47.02,73.77,56.89
MRO,2021-01-04,2021-03-31,6.46,10.13,56.89
OM,2022-10-03,2022-12-30,16.46,25.82,56.87
WSM,2024-01-02,2024-03-28,100.41,157.52,56.87
CNQ,2020-10-01,2020-12-31,6.22,9.76,56.86
MNTX,2021-01-04,2021-03-31,5.03,7.89,56.86
OUST,2023-10-02,2023-12-29,4.89,7.67,56.85
DRH,2020-10-01,2020-12-31,5.09,7.98,56.84
MIST,2022-07-01,2022-09-30,5.86,9.19,56.83
PKST,2023-04-14,2023-06-30,16.76,26.29,56.82
HNRG,2022-04-01,2022-06-30,3.45,5.41,56.81
CLDX,2021-07-01,2021-09-30,34.43,53.99,56.81
OXM,2020-10-01,2020-12-31,38.4,60.21,56.79
SGH,2021-10-01,2021-12-31,22.64,35.49,56.78
MTSI,2020-10-01,2020-12-31,35.11,55.04,56.76
VIST,2022-10-03,2022-12-30,9.99,15.66,56.76
MXC,2021-01-04,2021-03-31,5.59,8.77,56.74
OSW,2020-10-01,2020-12-31,6.45,10.11,56.72
ZEUS,2023-01-03,2023-03-31,32.77,51.36,56.71
HA,2021-01-04,2021-03-31,17.02,26.67,56.7
AHT,2021-04-01,2021-06-30,29.1,45.6,56.7
OKE,2020-10-01,2020-12-31,19.46,30.5,56.7
PRIM,2020-10-01,2020-12-31,17.09,26.77,56.68
UFI,2021-01-04,2021-03-31,17.59,27.56,56.68
BWMN,2021-10-01,2021-12-31,13.56,21.25,56.67
PBR-A,2020-10-01,2020-12-31,7.06,11.06,56.66
MGNI,2022-10-03,2022-12-30,6.76,10.59,56.66
RRGB,2023-10-02,2023-12-29,7.96,12.47,56.66
GEL,2021-01-04,2021-03-31,4.91,7.7,56.65
MYE,2020-10-01,2020-12-31,11.92,18.67,56.63
SD,2021-04-01,2021-06-30,3.07,4.81,56.61
NBRWF,2022-10-03,2022-12-30,21.01,32.9,56.59
RIOT,2023-10-02,2023-12-29,9.88,15.47,56.58
SKIN,2021-04-01,2021-06-30,10.73,16.8,56.57
ATXS,2022-10-03,2022-12-30,9.51,14.89,56.57
IVZ,2020-10-01,2020-12-31,9.55,14.95,56.57
TGI,2021-01-04,2021-03-31,11.74,18.38,56.56
WYNN,2020-10-01,2020-12-31,70.92,111.03,56.56
MYFW,2020-10-01,2020-12-31,12.5,19.57,56.56
UIS,2023-10-02,2023-12-29,3.59,5.62,56.55
MCS,2021-01-04,2021-03-31,12.29,19.24,56.54
CLGN,2021-04-01,2021-06-30,13.55,21.21,56.53
ACDC,2022-10-03,2022-12-30,16.1,25.2,56.52
CNF,2021-07-01,2021-09-30,3.77,5.9,56.5
AGRO,2022-01-03,2022-03-31,7.11,11.13,56.48
REPL,2020-10-01,2020-12-31,24.38,38.15,56.48
NUVL,2023-04-03,2023-06-30,26.95,42.17,56.47
RNLX,2021-01-04,2021-03-31,16.4,25.66,56.46
RILY,2021-10-01,2021-12-31,44.89,70.23,56.45
DIN,2021-01-04,2021-03-31,51.5,80.57,56.44
DLTH,2021-01-04,2021-03-31,10.83,16.94,56.42
MTA,2020-10-01,2020-12-31,7.99,12.5,56.41
BPOP,2020-10-01,2020-12-31,32.28,50.49,56.39
PCTTU,2024-01-02,2024-03-28,4.7,7.35,56.38
TBBK,2020-10-01,2020-12-31,8.73,13.65,56.36
GFIOF,2024-01-02,2024-03-28,8.22,12.84,56.35
SLE,2020-10-01,2020-12-31,36.2,56.6,56.35
CRD-B,2023-10-02,2023-12-29,8.19,12.8,56.34
BKSY,2023-04-03,2023-06-30,11.36,17.76,56.34
DUOT,2023-04-03,2023-06-30,3.8,5.94,56.32
KOLD,2021-10-01,2021-12-31,77.5,121.1,56.26
CMPO,2023-01-03,2023-03-31,4.5,7.03,56.26
CRCQW,2021-07-01,2021-09-30,7.68,12.0,56.25
EEIQ,2021-03-24,2021-03-31,8.0,12.5,56.25
HLGN,2021-10-01,2021-12-31,9.94,15.52,56.22
AVNW,2020-10-01,2020-12-31,10.93,17.08,56.22
NSYS,2020-10-01,2020-12-31,4.59,7.17,56.21
GDXU,2022-01-03,2022-03-31,10.62,16.59,56.21
BBWI,2021-01-04,2021-03-31,30.05,46.95,56.21
XBIO,2023-07-03,2023-09-29,3.14,4.9,56.2
ORIC,2023-10-02,2023-12-29,5.89,9.2,56.2
MBIN,2023-10-02,2023-12-29,27.09,42.31,56.18
INMD,2021-01-04,2021-03-31,23.17,36.19,56.17
AEON,2024-01-02,2024-03-28,7.43,11.6,56.12
AM,2020-10-01,2020-12-31,3.57,5.57,56.12
NTAP,2020-10-01,2020-12-31,38.53,60.15,56.12
HBNC,2020-10-01,2020-12-31,8.68,13.56,56.1
BGFV,2021-01-04,2021-03-31,7.43,11.59,56.1
FCNCB,2021-01-04,2021-03-31,493.77,770.74,56.09
ACMR,2024-01-02,2024-03-28,18.67,29.14,56.08
CZWI,2020-10-01,2020-12-31,6.39,9.97,56.02
ATEN,2020-10-01,2020-12-31,6.03,9.41,56.01
DRS,2020-10-01,2020-12-31,6.25,9.75,56.0
LVWR,2023-10-02,2023-12-29,7.25,11.31,56.0
AMRC,2020-10-01,2020-12-31,33.49,52.24,55.99
EVER,2024-01-02,2024-03-28,11.9,18.56,55.97
BBIG,2021-07-01,2021-09-30,55.91,87.2,55.96
RLJ,2020-10-01,2020-12-31,8.48,13.22,55.95
ACLS,2021-10-01,2021-12-31,47.81,74.56,55.95
SMC,2024-01-02,2024-03-28,18.0,28.07,55.94
COFS,2023-10-02,2023-12-29,18.24,28.44,55.94
SMLP,2024-01-02,2024-03-28,18.0,28.07,55.94
SBH,2021-01-04,2021-03-31,12.91,20.13,55.93
PLYA,2023-01-03,2023-03-31,6.16,9.6,55.84
ATLFF,2022-10-03,2022-12-30,3.98,6.19,55.81
EDN,2022-07-01,2022-09-30,4.3,6.7,55.81
PRPO,2021-04-01,2021-06-30,46.6,72.6,55.79
SEED,2020-10-01,2020-12-31,9.75,15.19,55.79
TGS,2022-01-03,2022-03-31,4.5,7.01,55.78
THRM,2020-10-01,2020-12-31,41.87,65.22,55.77
ZIMV,2023-04-03,2023-06-30,7.21,11.23,55.76
ROYMF,2021-01-04,2021-03-31,4.31,6.72,55.74
EWBC,2020-10-01,2020-12-31,29.67,46.2,55.71
XOS,2023-07-03,2023-09-29,6.63,10.32,55.66
FGPR,2024-01-02,2024-03-28,7.6,11.83,55.66
AXGN,2020-10-01,2020-12-31,11.5,17.9,55.65
ATLC,2023-04-03,2023-06-30,26.99,42.01,55.65
MXCT,2023-10-02,2023-12-29,3.02,4.7,55.63
EBCOY,2024-01-02,2024-03-28,5.74,8.94,55.63
SKT,2021-01-04,2021-03-31,8.32,12.95,55.62
AMPH,2022-01-03,2022-03-31,23.07,35.9,55.61
ATEYY,2020-10-01,2020-12-31,12.1,18.83,55.58
ALTR,2023-01-03,2023-03-31,46.35,72.11,55.58
BCYC,2021-01-04,2021-03-31,19.2,29.87,55.57
TALO,2022-01-03,2022-03-31,10.15,15.79,55.57
PRSO,2023-10-02,2023-12-29,7.2,11.2,55.56
TVTX,2021-07-01,2021-09-30,15.59,24.25,55.55
USM,2024-04-01,2024-06-28,35.89,55.82,55.53
FLNG,2020-10-01,2020-12-31,3.69,5.73,55.52
MAC,2020-10-01,2020-12-31,5.72,8.89,55.51
OFS,2020-10-01,2020-12-31,3.02,4.7,55.5
SOWG,2023-07-03,2023-09-29,4.18,6.5,55.5
ARTW,2022-01-03,2022-03-31,3.55,5.52,55.49
LPCN,2024-04-01,2024-06-28,5.3,8.24,55.47
DSCSY,2024-01-02,2024-03-28,23.52,36.56,55.46
GDYN,2021-07-01,2021-09-30,18.8,29.22,55.43
RAPT,2023-10-02,2023-12-29,15.99,24.85,55.41
BLFS,2022-07-01,2022-09-30,14.64,22.75,55.4
NCTY,2023-10-02,2023-12-29,4.82,7.49,55.39
PRTG,2021-01-04,2021-03-31,360.0,559.4,55.39
CMLS,2021-04-01,2021-06-30,9.43,14.65,55.36
VSAT,2023-10-02,2023-12-29,17.99,27.95,55.36
BORR,2023-01-03,2023-03-31,4.66,7.24,55.33
GLBE,2023-01-03,2023-03-31,20.75,32.23,55.33
BJRI,2021-01-04,2021-03-31,37.41,58.08,55.25
NSSC,2023-10-02,2023-12-29,21.89,33.99,55.25
CSBR,2023-04-03,2023-06-30,4.11,6.38,55.23
IMAX,2020-10-01,2020-12-31,11.61,18.02,55.21
GLNCY,2020-10-01,2020-12-31,3.24,5.03,55.2
LNTH,2021-01-04,2021-03-31,13.77,21.37,55.19
INGN,2020-10-01,2020-12-31,28.79,44.68,55.19
CART,2024-01-02,2024-03-28,24.03,37.29,55.18
EGY,2024-01-02,2024-03-28,4.4,6.83,55.16
BJRI,2023-10-02,2023-12-29,23.21,36.01,55.15
MRNS,2023-04-03,2023-06-30,7.0,10.86,55.14
EIGRQ,2022-01-03,2022-03-31,160.5,249.0,55.14
SASOF,2021-01-04,2021-03-31,7.84,12.16,55.13
CRBP,2021-01-04,2021-03-31,38.1,59.1,55.12
WD,2023-10-02,2023-12-29,70.17,108.85,55.12
ACRG,2021-10-01,2021-12-31,4.5,6.98,55.11
IDT,2023-10-02,2023-12-29,21.92,34.0,55.1
AVTX,2022-10-03,2022-12-30,780.0,1209.6,55.08
AGYS,2020-10-01,2020-12-31,24.75,38.38,55.07
YRD,2021-01-04,2021-03-31,3.27,5.07,55.05
UDMY,2023-10-02,2023-12-29,9.5,14.73,55.05
SPIR,2024-01-02,2024-03-28,7.74,12.0,55.04
VOC,2022-10-03,2022-12-30,5.53,8.58,55.04
NMPRY,2023-01-03,2023-03-31,13.55,21.0,54.98
BELFB,2023-04-03,2023-06-30,36.82,57.07,54.97
TCX,2023-04-03,2023-06-30,17.9,27.74,54.97
PVH,2020-10-01,2020-12-31,60.26,93.37,54.96
QIPT,2021-01-04,2021-03-31,5.01,7.76,54.95
GPS,2021-01-04,2021-03-31,16.57,25.67,54.94
AMTB,2020-10-01,2020-12-31,9.39,14.55,54.94
AEYGQ,2020-10-01,2020-12-31,19.3,29.9,54.93
ZLAB,2020-10-01,2020-12-31,87.38,135.34,54.89
VHI,2022-04-01,2022-06-30,28.11,43.54,54.89
HNRG,2023-07-03,2023-09-29,9.31,14.42,54.89
CPS,2022-10-03,2022-12-30,5.85,9.06,54.87
CADL,2021-07-27,2021-09-30,7.0,10.84,54.86
NMRA,2023-10-02,2023-12-29,11.01,17.05,54.86
HEES,2022-10-03,2022-12-30,28.12,43.55,54.85
DLO,2023-07-03,2023-09-29,12.38,19.17,54.85
QFIN,2022-10-03,2022-12-30,12.24,18.96,54.83
ZETA,2022-07-01,2022-09-30,4.27,6.61,54.8
THTX,2021-01-04,2021-03-31,10.0,15.48,54.8
GDYN,2020-10-01,2020-12-31,8.14,12.6,54.79
DKS,2024-01-02,2024-03-28,143.8,222.6,54.79
BNTC,2021-01-04,2021-03-31,56.78,87.89,54.79
SRZN,2024-01-02,2024-03-28,10.15,15.71,54.78
PFX,2020-10-01,2020-12-31,17.72,27.43,54.78
CHKEW,2022-01-03,2022-03-31,41.28,63.88,54.75
RNA,2024-04-01,2024-06-28,26.4,40.85,54.73
MMYT,2024-01-02,2024-03-28,45.92,71.05,54.73
MOR,2023-10-02,2023-12-29,6.4,9.9,54.69
OVV,2022-01-03,2022-03-31,32.85,50.81,54.68
OPRT,2023-04-03,2023-06-30,3.86,5.97,54.66
GFF,2023-10-02,2023-12-29,39.15,60.54,54.64
RSI,2024-01-02,2024-03-28,4.21,6.51,54.63
XWEL,2021-01-04,2021-03-31,23.8,36.8,54.62
SOWG,2023-10-02,2023-12-29,6.5,10.05,54.62
LCID,2021-10-01,2021-12-31,24.61,38.05,54.61
DNTH,2021-01-04,2021-03-31,7.66,11.84,54.57
PNBK,2021-10-01,2021-12-31,10.06,15.55,54.57
DFS,2020-10-01,2020-12-31,53.94,83.36,54.56
MIESY,2021-01-04,2021-03-31,3.27,5.05,54.55
CEIX,2023-07-03,2023-09-29,67.72,104.65,54.53
AMSC,2023-10-02,2023-12-29,7.21,11.14,54.51
DAR,2020-10-01,2020-12-31,37.33,57.68,54.51
KRNT,2023-04-03,2023-06-30,19.01,29.37,54.5
ERJ,2021-04-01,2021-06-30,9.8,15.14,54.49
PLAB,2023-10-02,2023-12-29,20.31,31.37,54.46
BOH,2020-10-01,2020-12-31,42.54,65.71,54.45
TOP,2023-04-03,2023-06-30,6.08,9.39,54.44
PESI,2024-01-02,2024-03-28,7.7,11.89,54.42
UNG,2022-01-03,2022-03-31,51.08,78.88,54.42
EGBN,2020-10-01,2020-12-31,22.37,34.54,54.4
JXJT,2022-01-03,2022-03-31,22.8,35.2,54.39
WLDN,2020-10-01,2020-12-31,27.02,41.7,54.33
KSS,2021-01-04,2021-03-31,30.91,47.7,54.33
SCLX,2023-01-03,2023-03-31,5.31,8.2,54.31
BYMOF,2021-04-01,2021-06-30,50.95,78.61,54.28
OMVJF,2020-10-01,2020-12-31,18.81,29.02,54.27
FNGO,2023-04-03,2023-06-30,24.94,38.47,54.25
TGS,2022-10-03,2022-12-30,7.65,11.8,54.25
STNE,2020-10-01,2020-12-31,54.41,83.92,54.24
BGSF,2020-10-01,2020-12-31,7.54,11.64,54.23
CTR,2020-10-01,2020-12-31,7.22,11.13,54.21
STEP,2020-10-01,2020-12-31,23.47,36.2,54.2
BLTE,2023-10-02,2023-12-29,29.67,45.75,54.2
OBK,2021-01-04,2021-03-31,25.99,40.08,54.19
TRAK,2024-01-02,2024-03-28,10.27,15.83,54.19
QUIK,2022-04-01,2022-06-30,5.5,8.48,54.18
MAC,2021-04-01,2021-06-30,10.1,15.57,54.18
VSTM,2021-04-01,2021-06-30,31.68,48.84,54.17
APP,2023-07-03,2023-09-29,25.92,39.96,54.17
NBR,2021-01-04,2021-03-31,60.62,93.45,54.16
GOLLQ,2020-10-01,2020-12-31,6.37,9.82,54.16
GTHX,2020-10-01,2020-12-31,11.67,17.99,54.16
STNG,2022-01-03,2022-03-31,13.26,20.45,54.15
DRUG,2022-07-01,2022-09-30,3.99,6.15,54.14
QRTEB,2020-10-01,2020-12-31,6.23,9.6,54.14
WOPEF,2022-01-03,2022-03-31,11.5,17.73,54.14
NYC,2021-04-01,2021-06-30,8.5,13.1,54.12
SNCR,2023-01-03,2023-03-31,5.49,8.46,54.1
RCKT,2023-10-02,2023-12-29,19.45,29.97,54.09
BPT,2023-07-03,2023-09-29,4.64,7.15,54.09
TORO,2023-07-03,2023-09-29,3.79,5.84,54.09
PEN,2021-01-04,2021-03-31,175.6,270.58,54.09
ATOM,2021-01-04,2021-03-31,15.9,24.5,54.09
AMAT,2021-01-04,2021-03-31,84.22,129.77,54.08
PACV,2021-04-01,2021-06-30,92.5,142.5,54.05
AKA,2024-04-01,2024-06-28,9.9,15.25,54.04
FOA,2023-04-03,2023-06-30,12.4,19.1,54.03
NGVC,2020-10-01,2020-12-31,7.62,11.73,54.02
LSCC,2020-10-01,2020-12-31,29.75,45.82,54.02
COMM,2022-07-01,2022-09-30,5.98,9.21,54.01
SOWG,2024-04-01,2024-06-28,13.0,20.02,54.0
NVCR,2020-10-01,2020-12-31,112.36,173.04,54.0
PWP,2022-10-03,2022-12-30,6.1,9.4,53.99
SGMA,2024-04-01,2024-06-28,3.63,5.59,53.99
RDI,2020-10-01,2020-12-31,3.26,5.02,53.99
ONTO,2020-10-01,2020-12-31,30.88,47.55,53.98
ABSI,2024-01-02,2024-03-28,3.69,5.68,53.93
IRBT,2021-01-04,2021-03-31,79.38,122.18,53.92
XPOF,2021-10-01,2021-12-31,13.28,20.44,53.92
FATBB,2021-10-01,2021-12-31,7.04,10.83,53.9
MVBF,2021-01-04,2021-03-31,20.12,30.97,53.9
YCBD,2021-01-04,2021-03-31,121.05,186.3,53.9
LASR,2023-04-03,2023-06-30,10.02,15.42,53.89
EGO,2023-10-02,2023-12-29,8.43,12.97,53.86
ENVA,2021-01-04,2021-03-31,23.06,35.48,53.86
ALLT,2021-01-04,2021-03-31,10.38,15.97,53.85
NCPL,2021-10-01,2021-12-31,682.5,1050.0,53.85
CRD-A,2023-01-03,2023-03-31,5.22,8.03,53.83
LXEH,2022-07-01,2022-09-30,4.08,6.28,53.82
ASC,2022-10-03,2022-12-30,8.26,12.71,53.79
WW,2023-04-03,2023-06-30,4.37,6.72,53.78
JLL,2020-10-01,2020-12-31,96.5,148.37,53.75
ENG,2021-01-04,2021-03-31,23.52,36.16,53.74
MPTI,2023-07-03,2023-09-29,11.51,17.69,53.74
PTSI,2021-10-01,2021-12-31,23.09,35.51,53.73
CDMO,2021-01-04,2021-03-31,11.86,18.23,53.71
TOPS,2021-01-04,2021-03-31,295.2,453.6,53.66
ELA,2022-04-01,2022-06-30,4.64,7.13,53.66
NUE,2021-01-04,2021-03-31,49.78,76.49,53.66
SMID,2020-10-01,2020-12-31,6.15,9.45,53.66
LTBR,2021-01-04,2021-03-31,4.16,6.39,53.61
SNCR,2020-10-01,2020-12-31,27.54,42.3,53.59
APPS,2021-01-04,2021-03-31,52.32,80.36,53.59
TCKRF,2023-01-03,2023-03-31,37.92,58.24,53.58
ARCH,2023-07-03,2023-09-29,108.37,166.43,53.57
EAF,2020-10-01,2020-12-31,6.85,10.52,53.57
BLBD,2020-10-01,2020-12-31,11.89,18.26,53.57
CRK,2021-07-01,2021-09-30,6.39,9.81,53.56
NEPH,2021-04-01,2021-06-30,6.61,10.15,53.56
BKD,2023-10-02,2023-12-29,3.79,5.82,53.56
DCTH,2020-10-01,2020-12-31,11.67,17.92,53.56
ERJ,2023-01-03,2023-03-31,10.66,16.37,53.56
CELH,2021-04-01,2021-06-30,16.52,25.36,53.53
HAYW,2021-04-01,2021-06-30,16.95,26.02,53.51
LSEA,2023-10-02,2023-12-29,8.56,13.14,53.5
KROS,2024-01-02,2024-03-28,43.13,66.2,53.49
SNTI,2023-10-02,2023-12-29,4.3,6.6,53.49
BCDA,2023-10-02,2023-12-29,6.45,9.9,53.49
MTR,2023-04-03,2023-06-30,15.51,23.8,53.48
AHT-PF,2023-10-02,2023-12-29,8.54,13.11,53.47
GNRV,2021-01-04,2021-03-31,5.05,7.75,53.47
AUB,2020-10-01,2020-12-31,18.88,28.96,53.44
SPT,2021-04-01,2021-06-30,58.28,89.42,53.43
DOCN,2023-10-02,2023-12-29,23.92,36.69,53.39
YQ,2022-10-03,2022-12-30,6.65,10.2,53.38
SILK,2024-04-01,2024-06-28,17.63,27.04,53.37
TIHE,2023-07-03,2023-09-29,3.26,5.0,53.37
SKYT,2023-01-03,2023-03-31,7.42,11.38,53.37
SFBS,2021-01-04,2021-03-31,37.99,58.27,53.36
CRK,2022-01-03,2022-03-31,8.07,12.37,53.35
CROX,2024-01-02,2024-03-28,93.77,143.8,53.35
NUVL,2022-10-03,2022-12-30,19.42,29.78,53.35
EZGO,2022-10-03,2022-12-30,17.4,26.68,53.33
ENTX,2021-04-01,2021-06-30,3.9,5.98,53.33
TNFA,2021-01-04,2021-03-31,126.0,193.2,53.33
AHT-PI,2023-10-02,2023-12-29,8.53,13.08,53.32
MYNA,2023-01-03,2023-03-31,4.05,6.21,53.32
DOCN,2023-01-03,2023-03-31,25.55,39.17,53.31
LEU,2022-07-01,2022-09-30,26.73,40.98,53.31
CHRD,2021-01-04,2021-03-31,26.0,39.86,53.3
PUBGY,2020-10-01,2020-12-31,6.82,10.46,53.29
ROG,2020-10-01,2020-12-31,101.31,155.29,53.28
ITI,2023-01-03,2023-03-31,3.06,4.69,53.27
SG,2022-07-01,2022-09-30,12.07,18.5,53.27
DELL,2024-01-02,2024-03-28,73.91,113.28,53.26
EIGRQ,2020-10-01,2020-12-31,240.6,368.7,53.24
CHNR,2022-01-03,2022-03-31,3.1,4.75,53.23
UBX,2020-10-01,2020-12-31,34.2,52.4,53.22
DBVT,2020-10-01,2020-12-31,3.42,5.24,53.22
VIASP,2023-07-03,2023-09-29,10.69,16.38,53.22
DMSL,2020-10-01,2020-12-31,117.9,180.6,53.18
RMNI,2021-07-01,2021-09-30,6.3,9.65,53.17
DYAI,2021-07-01,2021-09-30,3.63,5.56,53.17
XPEL,2021-04-01,2021-06-30,54.76,83.87,53.16
FARO,2023-10-02,2023-12-29,14.71,22.53,53.16
SANG,2024-01-02,2024-03-28,3.16,4.84,53.16
SCOR,2021-01-04,2021-03-31,47.8,73.2,53.14
HBIO,2021-04-01,2021-06-30,5.44,8.33,53.12
SGHT,2023-10-02,2023-12-29,3.37,5.16,53.12
SDGR,2020-10-01,2020-12-31,51.71,79.18,53.12
SPHR,2020-10-01,2020-12-31,31.69,48.52,53.12
AMD,2023-01-03,2023-03-31,64.02,98.01,53.09
SSP,2023-10-02,2023-12-29,5.22,7.99,53.07
IMNM,2023-01-03,2023-03-31,3.26,4.99,53.07
NXPL,2021-04-01,2021-06-30,3.45,5.28,53.04
WWW,2023-01-03,2023-03-31,10.62,16.26,53.03
MDVLQ,2022-04-01,2022-06-30,50.0,76.5,53.0
RDNT,2021-04-01,2021-06-30,22.02,33.69,53.0
VERB,2021-04-01,2021-06-30,53.6,82.0,52.99
DB,2022-10-03,2022-12-30,7.09,10.85,52.99
SEAC,2024-04-01,2024-06-28,4.25,6.5,52.94
NTRP,2020-10-01,2020-12-31,44.2,67.6,52.94
SGML,2021-07-01,2021-09-30,5.48,8.38,52.92
